Udate,Close,High,Low,Open,Volume,Field7,LDate,LTime,pCalcIndx
1441805460,148.09,148.77,148.01,148.74,87581,,9/9/2015,42256.35486,42256.35486
1441805520,148.255,148.33,148.09,148.09,8800,,9/9/2015,42256.35556,42256.35556
1441805580,148.25,148.25,148,148.2,12399,,9/9/2015,42256.35625,42256.35625
1441805640,148.08,148.2193,148.08,148.17,5468,,9/9/2015,42256.35694,42256.35694
1441805700,148.42,148.55,148.11,148.11,6807,,9/9/2015,42256.35764,42256.35764
1441805760,148.5,148.63,148.36,148.4155,7600,,9/9/2015,42256.35833,42256.35833
1441805820,148.66,148.7799,148.52,148.54,11846,,9/9/2015,42256.35903,42256.35903
1441805880,148.88,148.96,148.7,148.71,31147,,9/9/2015,42256.35972,42256.35972
1441805940,149.035,149.04,148.89,148.89,21343,,9/9/2015,42256.36042,42256.36042
1441806000,148.78,149.04,148.76,149.04,8183,,9/9/2015,42256.36111,42256.36111
1441806060,148.65,148.79,148.54,148.7557,13261,,9/9/2015,42256.36181,42256.36181
1441806120,148.69,148.73,148.6,148.63,17846,,9/9/2015,42256.3625,42256.3625
1441806180,148.8,148.83,148.65,148.7,16080,,9/9/2015,42256.36319,42256.36319
1441806240,148.94,148.94,148.76,148.8,9778,,9/9/2015,42256.36389,42256.36389
1441806300,148.85,148.94,148.79,148.93,6149,,9/9/2015,42256.36458,42256.36458
1441806360,148.86,148.95,148.81,148.88,12108,,9/9/2015,42256.36528,42256.36528
1441806420,148.73,148.89,148.66,148.89,12969,,9/9/2015,42256.36597,42256.36597
1441806480,148.74,148.8099,148.66,148.76,6283,,9/9/2015,42256.36667,42256.36667
1441806540,148.515,148.72,148.41,148.72,9400,,9/9/2015,42256.36736,42256.36736
1441806600,148.62,148.62,148.491,148.53,4022,,9/9/2015,42256.36806,42256.36806
1441806660,148.66,148.7,148.57,148.64,10000,,9/9/2015,42256.36875,42256.36875
1441806720,148.79,148.79,148.65,148.65,9180,,9/9/2015,42256.36944,42256.36944
1441806780,148.7595,148.77,148.68,148.76,11950,,9/9/2015,42256.37014,42256.37014
1441806840,148.68,148.79,148.64,148.77,15170,,9/9/2015,42256.37083,42256.37083
1441806900,148.62,148.73,148.62,148.69,8552,,9/9/2015,42256.37153,42256.37153
1441806960,148.8,148.88,148.624,148.624,10692,,9/9/2015,42256.37222,42256.37222
1441807020,148.72,148.8199,148.71,148.809,6325,,9/9/2015,42256.37292,42256.37292
1441807080,148.89,148.89,148.73,148.73,4818,,9/9/2015,42256.37361,42256.37361
1441807140,148.8,148.92,148.63,148.89,21534,,9/9/2015,42256.37431,42256.37431
1441807200,148.79,148.81,148.74,148.79,10227,,9/9/2015,42256.375,42256.375
1441807260,148.76,148.83,148.74,148.81,3900,,9/9/2015,42256.37569,42256.37569
1441807320,148.7,148.78,148.66,148.76,10925,,9/9/2015,42256.37639,42256.37639
1441807380,148.715,148.737,148.64,148.7,15200,,9/9/2015,42256.37708,42256.37708
1441807440,148.6,148.78,148.6,148.69,17786,,9/9/2015,42256.37778,42256.37778
1441807500,148.42,148.6001,148.33,148.6001,27244,,9/9/2015,42256.37847,42256.37847
1441807560,148.28,148.42,148.28,148.404,3700,,9/9/2015,42256.37917,42256.37917
1441807620,148.24,148.29,148.18,148.29,6057,,9/9/2015,42256.37986,42256.37986
1441807680,148.12,148.2406,148.1,148.22,10070,,9/9/2015,42256.38056,42256.38056
1441807740,148.02,148.13,148.02,148.12,11282,,9/9/2015,42256.38125,42256.38125
1441807800,148.03,148.08,148.01,148.05,3170,,9/9/2015,42256.38194,42256.38194
1441807860,148.196,148.2,148,148.01,7657,,9/9/2015,42256.38264,42256.38264
1441807920,148.05,148.23,148.0001,148.22,9145,,9/9/2015,42256.38333,42256.38333
1441807980,148.089,148.11,148.02,148.08,6474,,9/9/2015,42256.38403,42256.38403
1441808040,147.98,148.04,147.97,148.03,14854,,9/9/2015,42256.38472,42256.38472
1441808100,148.08,148.11,147.98,147.98,20525,,9/9/2015,42256.38542,42256.38542
1441808160,148.12,148.14,148.05,148.07,6772,,9/9/2015,42256.38611,42256.38611
1441808220,148.15,148.2,148.12,148.13,12097,,9/9/2015,42256.38681,42256.38681
1441808280,148.11,148.19,148.07,148.15,56151,,9/9/2015,42256.3875,42256.3875
1441808340,148.028,148.12,148.028,148.1001,4580,,9/9/2015,42256.38819,42256.38819
1441808400,148.03,148.07,148.005,148.01,4942,,9/9/2015,42256.38889,42256.38889
1441808460,147.93,148.032,147.88,148.02,13140,,9/9/2015,42256.38958,42256.38958
1441808520,147.9595,147.97,147.91,147.95,3509,,9/9/2015,42256.39028,42256.39028
1441808580,147.895,147.95,147.88,147.95,7326,,9/9/2015,42256.39097,42256.39097
1441808640,147.8415,147.91,147.8415,147.905,5318,,9/9/2015,42256.39167,42256.39167
1441808700,147.77,147.87,147.77,147.81,11252,,9/9/2015,42256.39236,42256.39236
1441808760,147.82,147.83,147.78,147.7915,6591,,9/9/2015,42256.39306,42256.39306
1441808820,147.85,147.85,147.79,147.83,5401,,9/9/2015,42256.39375,42256.39375
1441808880,147.71,147.81,147.65,147.81,6370,,9/9/2015,42256.39444,42256.39444
1441808940,147.68,147.71,147.62,147.71,10099,,9/9/2015,42256.39514,42256.39514
1441809000,147.72,147.72,147.6798,147.69,3276,,9/9/2015,42256.39583,42256.39583
1441809060,147.67,147.81,147.67,147.72,10302,,9/9/2015,42256.39653,42256.39653
1441809120,147.51,147.66,147.51,147.66,7920,,9/9/2015,42256.39722,42256.39722
1441809180,147.59,147.59,147.51,147.51,6998,,9/9/2015,42256.39792,42256.39792
1441809240,147.53,147.57,147.5,147.56,5600,,9/9/2015,42256.39861,42256.39861
1441809300,147.46,147.56,147.46,147.5,9489,,9/9/2015,42256.39931,42256.39931
1441809360,147.285,147.45,147.25,147.45,11467,,9/9/2015,42256.4,42256.4
1441809420,147.36,147.4,147.27,147.29,7323,,9/9/2015,42256.40069,42256.40069
1441809480,147.34,147.34,147.23,147.34,8853,,9/9/2015,42256.40139,42256.40139
1441809540,147.46,147.51,147.36,147.36,7076,,9/9/2015,42256.40208,42256.40208
1441809600,147.475,147.55,147.43,147.48,7014,,9/9/2015,42256.40278,42256.40278
1441809660,147.39,147.51,147.39,147.5,7103,,9/9/2015,42256.40347,42256.40347
1441809720,147.47,147.47,147.355,147.41,3490,,9/9/2015,42256.40417,42256.40417
1441809780,147.44,147.53,147.44,147.45,7471,,9/9/2015,42256.40486,42256.40486
1441809840,147.4,147.44,147.37,147.44,8909,,9/9/2015,42256.40556,42256.40556
1441809900,147.54,147.57,147.42,147.42,9448,,9/9/2015,42256.40625,42256.40625
1441809960,147.72,147.73,147.57,147.5799,14720,,9/9/2015,42256.40694,42256.40694
1441810020,147.58,147.72,147.57,147.71,9216,,9/9/2015,42256.40764,42256.40764
1441810080,147.58,147.62,147.57,147.58,6001,,9/9/2015,42256.40833,42256.40833
1441810140,147.47,147.585,147.47,147.58,8701,,9/9/2015,42256.40903,42256.40903
1441810200,147.4,147.535,147.39,147.47,18601,,9/9/2015,42256.40972,42256.40972
1441810260,147.35,147.41,147.35,147.41,3779,,9/9/2015,42256.41042,42256.41042
1441810320,147.37,147.387,147.29,147.36,5899,,9/9/2015,42256.41111,42256.41111
1441810380,147.23,147.38,147.23,147.37,6938,,9/9/2015,42256.41181,42256.41181
1441810440,147.21,147.26,147.2001,147.25,4199,,9/9/2015,42256.4125,42256.4125
1441810500,147.12,147.25,147.12,147.21,3917,,9/9/2015,42256.41319,42256.41319
1441810560,147.13,147.19,147.11,147.11,11361,,9/9/2015,42256.41389,42256.41389
1441810620,147.26,147.26,147.14,147.1599,5502,,9/9/2015,42256.41458,42256.41458
1441810680,147.17,147.29,147.17,147.26,4515,,9/9/2015,42256.41528,42256.41528
1441810740,147.14,147.23,147.12,147.2099,9129,,9/9/2015,42256.41597,42256.41597
1441810800,147.26,147.31,147.12,147.12,5533,,9/9/2015,42256.41667,42256.41667
1441810860,147.38,147.46,147.24,147.24,4602,,9/9/2015,42256.41736,42256.41736
1441810920,147.3,147.4,147.29,147.4,7852,,9/9/2015,42256.41806,42256.41806
1441810980,147.31,147.31,147.27,147.29,1300,,9/9/2015,42256.41875,42256.41875
1441811040,147.35,147.4,147.3411,147.36,3579,,9/9/2015,42256.41944,42256.41944
1441811100,147.43,147.43,147.3853,147.39,4048,,9/9/2015,42256.42014,42256.42014
1441811160,147.45,147.47,147.42,147.45,3111,,9/9/2015,42256.42083,42256.42083
1441811220,147.38,147.44,147.35,147.44,3200,,9/9/2015,42256.42153,42256.42153
1441811280,147.36,147.42,147.35,147.372,3339,,9/9/2015,42256.42222,42256.42222
1441811340,147.35,147.37,147.34,147.37,800,,9/9/2015,42256.42292,42256.42292
1441811400,147.48,147.48,147.39,147.39,2778,,9/9/2015,42256.42361,42256.42361
1441811460,147.54,147.54,147.48,147.48,4869,,9/9/2015,42256.42431,42256.42431
1441811520,147.56,147.57,147.51,147.51,3301,,9/9/2015,42256.425,42256.425
1441811580,147.58,147.62,147.565,147.5799,5687,,9/9/2015,42256.42569,42256.42569
1441811640,147.5501,147.58,147.55,147.559,1500,,9/9/2015,42256.42639,42256.42639
1441811700,147.59,147.61,147.56,147.561,7833,,9/9/2015,42256.42708,42256.42708
1441811760,147.55,147.6,147.54,147.6,4102,,9/9/2015,42256.42778,42256.42778
1441811820,147.51,147.54,147.47,147.53,5950,,9/9/2015,42256.42847,42256.42847
1441811880,147.46,147.51,147.46,147.5,12203,,9/9/2015,42256.42917,42256.42917
1441811940,147.4,147.47,147.39,147.47,10012,,9/9/2015,42256.42986,42256.42986
1441812000,147.33,147.38,147.33,147.38,970,,9/9/2015,42256.43056,42256.43056
1441812060,147.27,147.37,147.27,147.35,2601,,9/9/2015,42256.43125,42256.43125
1441812120,147.29,147.33,147.26,147.27,4229,,9/9/2015,42256.43194,42256.43194
1441812180,147.19,147.27,147.17,147.27,5072,,9/9/2015,42256.43264,42256.43264
1441812240,147.24,147.27,147.19,147.19,2465,,9/9/2015,42256.43333,42256.43333
1441812300,147.31,147.31,147.2,147.22,4967,,9/9/2015,42256.43403,42256.43403
1441812360,147.16,147.28,147.15,147.28,2900,,9/9/2015,42256.43472,42256.43472
1441812420,147.21,147.25,147.17,147.17,2300,,9/9/2015,42256.43542,42256.43542
1441812480,147.15,147.24,147.15,147.24,2546,,9/9/2015,42256.43611,42256.43611
1441812540,147.13,147.14,147.05,147.13,6036,,9/9/2015,42256.43681,42256.43681
1441812600,147.16,147.1715,147.1,147.12,4492,,9/9/2015,42256.4375,42256.4375
1441812660,147.29,147.29,147.1853,147.19,2335,,9/9/2015,42256.43819,42256.43819
1441812720,147.3,147.31,147.25,147.2697,1619,,9/9/2015,42256.43889,42256.43889
1441812780,147.25,147.32,147.25,147.31,1800,,9/9/2015,42256.43958,42256.43958
1441812840,147.23,147.26,147.22,147.23,2350,,9/9/2015,42256.44028,42256.44028
1441812900,147.21,147.24,147.17,147.24,4227,,9/9/2015,42256.44097,42256.44097
1441812960,147.18,147.21,147.16,147.19,2301,,9/9/2015,42256.44167,42256.44167
1441813020,147.23,147.23,147.16,147.19,1150,,9/9/2015,42256.44236,42256.44236
1441813080,147.18,147.25,147.18,147.25,2788,,9/9/2015,42256.44306,42256.44306
1441813140,147.15,147.2,147.15,147.19,2000,,9/9/2015,42256.44375,42256.44375
1441813200,147.08,147.14,147.08,147.14,5700,,9/9/2015,42256.44444,42256.44444
1441813260,146.89,147.06,146.86,147.06,18256,,9/9/2015,42256.44514,42256.44514
1441813320,146.93,146.93,146.83,146.88,3948,,9/9/2015,42256.44583,42256.44583
1441813380,147,147,146.89,146.94,3408,,9/9/2015,42256.44653,42256.44653
1441813440,147.08,147.09,147.01,147.02,3402,,9/9/2015,42256.44722,42256.44722
1441813500,147.025,147.095,147.025,147.08,3967,,9/9/2015,42256.44792,42256.44792
1441813560,147.086,147.09,147.01,147.01,3106,,9/9/2015,42256.44861,42256.44861
1441813620,147.08,147.1,147.06,147.0689,2240,,9/9/2015,42256.44931,42256.44931
1441813680,147.22,147.23,147.07,147.11,9687,,9/9/2015,42256.45,42256.45
1441813740,147.2,147.22,147.16,147.22,3001,,9/9/2015,42256.45069,42256.45069
1441813800,147.198,147.23,147.15,147.23,3300,,9/9/2015,42256.45139,42256.45139
1441813860,147.18,147.18,147.135,147.16,3866,,9/9/2015,42256.45208,42256.45208
1441813920,147.128,147.1858,147.1,147.1858,3200,,9/9/2015,42256.45278,42256.45278
1441813980,147.2,147.2,147.07,147.1085,2650,,9/9/2015,42256.45347,42256.45347
1441814040,147.28,147.28,147.185,147.21,10030,,9/9/2015,42256.45417,42256.45417
1441814100,147.23,147.29,147.2201,147.29,3205,,9/9/2015,42256.45486,42256.45486
1441814160,147.18,147.23,147.18,147.21,6161,,9/9/2015,42256.45556,42256.45556
1441814220,147.15,147.1895,147.13,147.1801,5292,,9/9/2015,42256.45625,42256.45625
1441814280,147.21,147.23,147.14,147.14,2130,,9/9/2015,42256.45694,42256.45694
1441814340,147.2,147.21,147.18,147.2,2536,,9/9/2015,42256.45764,42256.45764
1441814400,147.23,147.23,147.17,147.17,2553,,9/9/2015,42256.45833,42256.45833
1441814460,147.29,147.29,147.19,147.22,3322,,9/9/2015,42256.45903,42256.45903
1441814520,147.397,147.397,147.3189,147.32,1778,,9/9/2015,42256.45972,42256.45972
1441814580,147.35,147.43,147.35,147.4,3826,,9/9/2015,42256.46042,42256.46042
1441814640,147.3528,147.39,147.32,147.37,2900,,9/9/2015,42256.46111,42256.46111
1441814700,147.42,147.42,147.32,147.34,2200,,9/9/2015,42256.46181,42256.46181
1441814760,147.36,147.43,147.33,147.43,4593,,9/9/2015,42256.4625,42256.4625
1441814820,147.31,147.35,147.3,147.35,3551,,9/9/2015,42256.46319,42256.46319
1441814880,147.41,147.42,147.31,147.31,2195,,9/9/2015,42256.46389,42256.46389
1441814940,147.4,147.47,147.4,147.406,8235,,9/9/2015,42256.46458,42256.46458
1441815000,147.41,147.4499,147.39,147.41,2974,,9/9/2015,42256.46528,42256.46528
1441815060,147.46,147.48,147.43,147.43,3441,,9/9/2015,42256.46597,42256.46597
1441815120,147.42,147.5,147.42,147.48,7250,,9/9/2015,42256.46667,42256.46667
1441815180,147.3501,147.41,147.34,147.41,5319,,9/9/2015,42256.46736,42256.46736
1441815240,147.3142,147.3799,147.3142,147.3799,800,,9/9/2015,42256.46806,42256.46806
1441815300,147.325,147.34,147.3,147.34,1650,,9/9/2015,42256.46875,42256.46875
1441815360,147.36,147.39,147.32,147.32,4026,,9/9/2015,42256.46944,42256.46944
1441815420,147.37,147.38,147.34,147.3547,1900,,9/9/2015,42256.47014,42256.47014
1441815480,147.42,147.42,147.37,147.37,600,,9/9/2015,42256.47083,42256.47083
1441815540,147.36,147.39,147.34,147.39,3510,,9/9/2015,42256.47153,42256.47153
1441815600,147.43,147.43,147.38,147.38,2685,,9/9/2015,42256.47222,42256.47222
1441815660,147.47,147.47,147.425,147.425,500,,9/9/2015,42256.47292,42256.47292
1441815720,147.44,147.49,147.44,147.46,3880,,9/9/2015,42256.47361,42256.47361
1441815780,147.44,147.45,147.431,147.44,1300,,9/9/2015,42256.47431,42256.47431
1441815840,147.47,147.47,147.43,147.46,2201,,9/9/2015,42256.475,42256.475
1441815900,147.41,147.49,147.4,147.49,3000,,9/9/2015,42256.47569,42256.47569
1441815960,147.41,147.41,147.38,147.4,3300,,9/9/2015,42256.47639,42256.47639
1441816020,147.4,147.427,147.37,147.427,2434,,9/9/2015,42256.47708,42256.47708
1441816080,147.4,147.41,147.37,147.41,2102,,9/9/2015,42256.47778,42256.47778
1441816140,147.4,147.43,147.4,147.4049,1900,,9/9/2015,42256.47847,42256.47847
1441816200,147.42,147.44,147.39,147.39,1200,,9/9/2015,42256.47917,42256.47917
1441816260,147.5,147.53,147.46,147.46,6220,,9/9/2015,42256.47986,42256.47986
1441816320,147.48,147.5104,147.45,147.5104,2300,,9/9/2015,42256.48056,42256.48056
1441816380,147.43,147.471,147.43,147.471,3300,,9/9/2015,42256.48125,42256.48125
1441816440,147.46,147.46,147.44,147.44,700,,9/9/2015,42256.48194,42256.48194
1441816500,147.41,147.46,147.4,147.435,2257,,9/9/2015,42256.48264,42256.48264
1441816560,147.4,147.42,147.37,147.42,3512,,9/9/2015,42256.48333,42256.48333
1441816620,147.4,147.43,147.39,147.42,5050,,9/9/2015,42256.48403,42256.48403
1441816680,147.4,147.44,147.39,147.4,3627,,9/9/2015,42256.48472,42256.48472
1441816740,147.3042,147.3999,147.3,147.39,3800,,9/9/2015,42256.48542,42256.48542
1441816800,147.33,147.34,147.3,147.33,2200,,9/9/2015,42256.48611,42256.48611
1441816860,147.3,147.34,147.29,147.315,4012,,9/9/2015,42256.48681,42256.48681
1441816920,147.32,147.33,147.3092,147.31,1900,,9/9/2015,42256.4875,42256.4875
1441816980,147.3,147.3,147.28,147.3,1100,,9/9/2015,42256.48819,42256.48819
1441817040,147.35,147.35,147.28,147.32,1991,,9/9/2015,42256.48889,42256.48889
1441817100,147.27,147.32,147.25,147.32,2300,,9/9/2015,42256.48958,42256.48958
1441817160,147.33,147.33,147.28,147.28,1511,,9/9/2015,42256.49028,42256.49028
1441817220,147.35,147.3561,147.32,147.32,2300,,9/9/2015,42256.49097,42256.49097
1441817280,147.32,147.36,147.32,147.3437,2509,,9/9/2015,42256.49167,42256.49167
1441817340,147.29,147.3383,147.28,147.3383,1636,,9/9/2015,42256.49236,42256.49236
1441817400,147.21,147.2899,147.19,147.27,4115,,9/9/2015,42256.49306,42256.49306
1441817460,147.16,147.23,147.16,147.23,1900,,9/9/2015,42256.49375,42256.49375
1441817520,147.08,147.13,147.07,147.13,3085,,9/9/2015,42256.49444,42256.49444
1441817580,147.0455,147.09,147.04,147.09,2094,,9/9/2015,42256.49514,42256.49514
1441817640,147.07,147.07,147.03,147.0499,2254,,9/9/2015,42256.49583,42256.49583
1441817700,147.13,147.14,147.0628,147.0628,3117,,9/9/2015,42256.49653,42256.49653
1441817760,147.02,147.08,147.02,147.08,1879,,9/9/2015,42256.49722,42256.49722
1441817820,147.04,147.0892,147.02,147.05,1628,,9/9/2015,42256.49792,42256.49792
1441817880,147.03,147.06,147.01,147.04,1900,,9/9/2015,42256.49861,42256.49861
1441817940,147.02,147.06,147.02,147.05,2800,,9/9/2015,42256.49931,42256.49931
1441818000,147.05,147.05,147.02,147.02,1239,,9/9/2015,42256.5,42256.5
1441818060,147.06,147.067,147.0301,147.0301,2530,,9/9/2015,42256.50069,42256.50069
1441818120,147.02,147.04,147.02,147.03,3540,,9/9/2015,42256.50139,42256.50139
1441818180,147.08,147.08,147.01,147.025,2454,,9/9/2015,42256.50208,42256.50208
1441818240,147.0624,147.11,147.05,147.08,1770,,9/9/2015,42256.50278,42256.50278
1441818300,147.14,147.14,147.01,147.03,3262,,9/9/2015,42256.50347,42256.50347
1441818360,147.2,147.218,147.13,147.16,2200,,9/9/2015,42256.50417,42256.50417
1441818420,147.21,147.2214,147.17,147.2,2560,,9/9/2015,42256.50486,42256.50486
1441818480,147.1399,147.18,147.12,147.18,7043,,9/9/2015,42256.50556,42256.50556
1441818540,147.13,147.16,147.12,147.14,1300,,9/9/2015,42256.50625,42256.50625
1441818600,147.15,147.1643,147.08,147.1643,2978,,9/9/2015,42256.50694,42256.50694
1441818660,147.16,147.18,147.13,147.13,1900,,9/9/2015,42256.50764,42256.50764
1441818720,147.23,147.23,147.15,147.16,1500,,9/9/2015,42256.50833,42256.50833
1441818780,147.2,147.225,147.17,147.225,2427,,9/9/2015,42256.50903,42256.50903
1441818840,147.15,147.19,147.14,147.19,1780,,9/9/2015,42256.50972,42256.50972
1441818900,147.11,147.14,147.11,147.14,814,,9/9/2015,42256.51042,42256.51042
1441818960,147.26,147.28,147.15,147.15,3929,,9/9/2015,42256.51111,42256.51111
1441819020,147.2855,147.2855,147.23,147.27,1225,,9/9/2015,42256.51181,42256.51181
1441819080,147.26,147.29,147.26,147.26,1325,,9/9/2015,42256.5125,42256.5125
1441819140,147.3,147.33,147.2634,147.2634,1817,,9/9/2015,42256.51319,42256.51319
1441819200,147.39,147.39,147.3371,147.34,2602,,9/9/2015,42256.51389,42256.51389
1441819260,147.39,147.39,147.34,147.39,2579,,9/9/2015,42256.51458,42256.51458
1441819320,147.29,147.4,147.29,147.37,3100,,9/9/2015,42256.51528,42256.51528
1441819380,147.18,147.3,147.14,147.27,6450,,9/9/2015,42256.51597,42256.51597
1441819440,147.14,147.15,147.09,147.15,1320,,9/9/2015,42256.51667,42256.51667
1441819500,147.11,147.17,147.11,147.13,2202,,9/9/2015,42256.51736,42256.51736
1441819560,147.0156,147.11,147.0156,147.1,1600,,9/9/2015,42256.51806,42256.51806
1441819620,146.93,147,146.9,147,6414,,9/9/2015,42256.51875,42256.51875
1441819680,146.87,146.92,146.83,146.92,8209,,9/9/2015,42256.51944,42256.51944
1441819740,146.85,146.89,146.82,146.87,1700,,9/9/2015,42256.52014,42256.52014
1441819800,146.81,146.85,146.7701,146.85,4077,,9/9/2015,42256.52083,42256.52083
1441819860,146.72,146.82,146.69,146.82,5950,,9/9/2015,42256.52153,42256.52153
1441819920,146.67,146.71,146.61,146.68,7137,,9/9/2015,42256.52222,42256.52222
1441819980,146.74,146.75,146.69,146.69,2300,,9/9/2015,42256.52292,42256.52292
1441820040,146.72,146.75,146.69,146.69,1900,,9/9/2015,42256.52361,42256.52361
1441820100,146.73,146.73,146.59,146.7,4910,,9/9/2015,42256.52431,42256.52431
1441820160,146.7,146.75,146.69,146.75,3647,,9/9/2015,42256.525,42256.525
1441820220,146.66,146.71,146.63,146.71,5150,,9/9/2015,42256.52569,42256.52569
1441820280,146.71,146.71,146.68,146.69,1700,,9/9/2015,42256.52639,42256.52639
1441820340,146.745,146.78,146.72,146.72,1700,,9/9/2015,42256.52708,42256.52708
1441820400,146.63,146.75,146.63,146.75,3900,,9/9/2015,42256.52778,42256.52778
1441820460,146.61,146.6625,146.61,146.63,10298,,9/9/2015,42256.52847,42256.52847
1441820520,146.605,146.66,146.57,146.62,15812,,9/9/2015,42256.52917,42256.52917
1441820580,146.53,146.62,146.47,146.62,3873,,9/9/2015,42256.52986,42256.52986
1441820640,146.49,146.53,146.47,146.51,2903,,9/9/2015,42256.53056,42256.53056
1441820700,146.46,146.5,146.3931,146.47,9925,,9/9/2015,42256.53125,42256.53125
1441820760,146.48,146.48,146.4301,146.47,4002,,9/9/2015,42256.53194,42256.53194
1441820820,146.47,146.51,146.43,146.48,4184,,9/9/2015,42256.53264,42256.53264
1441820880,146.47,146.48,146.44,146.48,2700,,9/9/2015,42256.53333,42256.53333
1441820940,146.39,146.47,146.39,146.45,2700,,9/9/2015,42256.53403,42256.53403
1441821000,146.37,146.41,146.3,146.39,6187,,9/9/2015,42256.53472,42256.53472
1441821060,146.26,146.36,146.22,146.36,4939,,9/9/2015,42256.53542,42256.53542
1441821120,146.15,146.31,146.11,146.29,9605,,9/9/2015,42256.53611,42256.53611
1441821180,146.23,146.23,146.14,146.15,2603,,9/9/2015,42256.53681,42256.53681
1441821240,146.33,146.35,146.24,146.25,2867,,9/9/2015,42256.5375,42256.5375
1441821300,146.34,146.34,146.26,146.325,6870,,9/9/2015,42256.53819,42256.53819
1441821360,146.26,146.34,146.248,146.33,3089,,9/9/2015,42256.53889,42256.53889
1441821420,146.13,146.25,146.1,146.25,4050,,9/9/2015,42256.53958,42256.53958
1441821480,146.16,146.19,146.15,146.15,3290,,9/9/2015,42256.54028,42256.54028
1441821540,146.13,146.19,146.06,146.18,2100,,9/9/2015,42256.54097,42256.54097
1441821600,146.08,146.13,146.04,146.13,3200,,9/9/2015,42256.54167,42256.54167
1441821660,146.08,146.1,146.02,146.0925,2787,,9/9/2015,42256.54236,42256.54236
1441821720,146.062,146.16,146.04,146.12,3636,,9/9/2015,42256.54306,42256.54306
1441821780,146.1,146.12,145.96,146.01,7454,,9/9/2015,42256.54375,42256.54375
1441821840,146.135,146.1444,146.12,146.12,3404,,9/9/2015,42256.54444,42256.54444
1441821900,146.145,146.21,146.14,146.15,3170,,9/9/2015,42256.54514,42256.54514
1441821960,146.06,146.16,146.05,146.1599,4800,,9/9/2015,42256.54583,42256.54583
1441822020,146.03,146.07,146.01,146.05,6202,,9/9/2015,42256.54653,42256.54653
1441822080,146.1499,146.1499,145.99,146.04,3843,,9/9/2015,42256.54722,42256.54722
1441822140,146.255,146.26,146.115,146.15,5200,,9/9/2015,42256.54792,42256.54792
1441822200,146.23,146.285,146.21,146.28,4902,,9/9/2015,42256.54861,42256.54861
1441822260,146.34,146.34,146.23,146.23,2054,,9/9/2015,42256.54931,42256.54931
1441822320,146.37,146.42,146.33,146.33,4754,,9/9/2015,42256.55,42256.55
1441822380,146.44,146.44,146.36,146.37,4277,,9/9/2015,42256.55069,42256.55069
1441822440,146.31,146.41,146.3,146.41,5494,,9/9/2015,42256.55139,42256.55139
1441822500,146.38,146.39,146.32,146.34,2500,,9/9/2015,42256.55208,42256.55208
1441822560,146.28,146.39,146.27,146.39,3000,,9/9/2015,42256.55278,42256.55278
1441822620,146.33,146.335,146.29,146.3,2500,,9/9/2015,42256.55347,42256.55347
1441822680,146.32,146.32,146.26,146.31,4468,,9/9/2015,42256.55417,42256.55417
1441822740,146.36,146.38,146.28,146.31,3110,,9/9/2015,42256.55486,42256.55486
1441822800,146.38,146.38,146.36,146.36,1200,,9/9/2015,42256.55556,42256.55556
1441822860,146.3299,146.35,146.28,146.35,11080,,9/9/2015,42256.55625,42256.55625
1441822920,146.26,146.32,146.22,146.32,4150,,9/9/2015,42256.55694,42256.55694
1441822980,146.18,146.3,146.16,146.2711,5502,,9/9/2015,42256.55764,42256.55764
1441823040,146.18,146.18,146.09,146.17,4237,,9/9/2015,42256.55833,42256.55833
1441823100,146.19,146.19,146.121,146.19,7152,,9/9/2015,42256.55903,42256.55903
1441823160,146.299,146.299,146.19,146.19,2852,,9/9/2015,42256.55972,42256.55972
1441823220,146.22,146.3,146.19,146.3,2660,,9/9/2015,42256.56042,42256.56042
1441823280,146.095,146.205,146.08,146.19,7897,,9/9/2015,42256.56111,42256.56111
1441823340,146.06,146.09,146.01,146.06,5948,,9/9/2015,42256.56181,42256.56181
1441823400,146.11,146.14,146.04,146.06,2603,,9/9/2015,42256.5625,42256.5625
1441823460,146.0696,146.15,145.98,146.15,4692,,9/9/2015,42256.56319,42256.56319
1441823520,146.01,146.04,146,146.0301,1700,,9/9/2015,42256.56389,42256.56389
1441823580,146.1,146.1,146,146.03,2174,,9/9/2015,42256.56458,42256.56458
1441823640,145.99,146.08,145.97,146.08,7460,,9/9/2015,42256.56528,42256.56528
1441823700,145.94,145.98,145.9,145.98,4809,,9/9/2015,42256.56597,42256.56597
1441823760,146.05,146.05,145.95,145.95,2550,,9/9/2015,42256.56667,42256.56667
1441823820,146.08,146.11,146.06,146.07,4700,,9/9/2015,42256.56736,42256.56736
1441823880,146.09,146.1367,146.09,146.102,5000,,9/9/2015,42256.56806,42256.56806
1441823940,146.05,146.0918,146.05,146.07,2148,,9/9/2015,42256.56875,42256.56875
1441824000,146,146.09,146,146.07,4500,,9/9/2015,42256.56944,42256.56944
1441824060,145.89,146.025,145.86,146.01,4439,,9/9/2015,42256.57014,42256.57014
1441824120,145.835,145.91,145.8,145.91,4714,,9/9/2015,42256.57083,42256.57083
1441824180,145.7701,145.8499,145.7701,145.8499,2081,,9/9/2015,42256.57153,42256.57153
1441824240,145.71,145.81,145.65,145.77,12656,,9/9/2015,42256.57222,42256.57222
1441824300,145.75,145.76,145.69,145.73,6092,,9/9/2015,42256.57292,42256.57292
1441824360,145.82,145.85,145.78,145.78,4535,,9/9/2015,42256.57361,42256.57361
