Udate,Close,High,Low,Open,Volume,Field7,LDate,LTime,pCalcIndx
1441206540,143.39,143.48,143.35,143.37,4904,,9/2/2015,42249.42292,42249.42292
1441206600,143.43,143.43,143.34,143.4299,7107,,9/2/2015,42249.42361,42249.42361
1441206660,143.4,143.41,143.32,143.39,10693,,9/2/2015,42249.42431,42249.42431
1441206720,143.55,143.57,143.35,143.35,8009,,9/2/2015,42249.425,42249.425
1441206780,143.59,143.62,143.51,143.54,3052,,9/2/2015,42249.42569,42249.42569
1441206840,143.6,143.61,143.54,143.59,13106,,9/2/2015,42249.42639,42249.42639
1441206900,143.71,143.72,143.56,143.61,33693,,9/2/2015,42249.42708,42249.42708
1441206960,143.65,143.72,143.59,143.71,18536,,9/2/2015,42249.42778,42249.42778
1441207020,143.69,143.73,143.6699,143.6699,5115,,9/2/2015,42249.42847,42249.42847
1441207080,143.65,143.71,143.59,143.68,20586,,9/2/2015,42249.42917,42249.42917
1441207140,143.93,143.93,143.65,143.66,17539,,9/2/2015,42249.42986,42249.42986
1441207200,143.85,143.93,143.83,143.92,6900,,9/2/2015,42249.43056,42249.43056
1441207260,143.8,143.85,143.7562,143.835,7480,,9/2/2015,42249.43125,42249.43125
1441207320,143.96,143.96,143.79,143.79,7699,,9/2/2015,42249.43194,42249.43194
1441207380,143.96,144.01,143.94,143.989,4202,,9/2/2015,42249.43264,42249.43264
1441207440,143.97,144.01,143.94,143.98,6100,,9/2/2015,42249.43333,42249.43333
1441207500,144.13,144.2,143.98,143.98,9769,,9/2/2015,42249.43403,42249.43403
1441207560,144.3,144.3,144.08,144.09,12006,,9/2/2015,42249.43472,42249.43472
1441207620,144.24,144.34,144.18,144.28,15097,,9/2/2015,42249.43542,42249.43542
1441207680,144.2799,144.2799,144.17,144.21,3150,,9/2/2015,42249.43611,42249.43611
1441207740,144.26,144.26,144.17,144.2441,6701,,9/2/2015,42249.43681,42249.43681
1441207800,144.1,144.24,144.06,144.22,14571,,9/2/2015,42249.4375,42249.4375
1441207860,144.05,144.14,144.02,144.08,17689,,9/2/2015,42249.43819,42249.43819
1441207920,143.92,144.05,143.92,144.03,8670,,9/2/2015,42249.43889,42249.43889
1441207980,143.92,143.98,143.92,143.95,6178,,9/2/2015,42249.43958,42249.43958
1441208040,143.91,143.99,143.855,143.97,6367,,9/2/2015,42249.44028,42249.44028
1441208100,143.86,143.92,143.803,143.9025,6100,,9/2/2015,42249.44097,42249.44097
1441208160,143.84,143.87,143.695,143.83,10302,,9/2/2015,42249.44167,42249.44167
1441208220,143.74,143.82,143.74,143.81,2645,,9/2/2015,42249.44236,42249.44236
1441208280,143.66,143.76,143.59,143.74,5606,,9/2/2015,42249.44306,42249.44306
1441208340,143.66,143.71,143.6,143.6301,9086,,9/2/2015,42249.44375,42249.44375
1441208400,143.65,143.72,143.6,143.68,16640,,9/2/2015,42249.44444,42249.44444
1441208460,143.6,143.67,143.6,143.6,3200,,9/2/2015,42249.44514,42249.44514
1441208520,143.64,143.66,143.59,143.66,3004,,9/2/2015,42249.44583,42249.44583
1441208580,143.66,143.67,143.61,143.67,3234,,9/2/2015,42249.44653,42249.44653
1441208640,143.69,143.69,143.59,143.65,5025,,9/2/2015,42249.44722,42249.44722
1441208700,143.79,143.81,143.6878,143.6878,3749,,9/2/2015,42249.44792,42249.44792
1441208760,143.76,143.87,143.74,143.74,8670,,9/2/2015,42249.44861,42249.44861
1441208820,143.79,143.79,143.76,143.78,2500,,9/2/2015,42249.44931,42249.44931
1441208880,143.78,143.78,143.73,143.756,1608,,9/2/2015,42249.45,42249.45
1441208940,143.78,143.86,143.78,143.82,3702,,9/2/2015,42249.45069,42249.45069
1441209000,143.7,143.78,143.68,143.76,5661,,9/2/2015,42249.45139,42249.45139
1441209060,143.73,143.73,143.62,143.71,11682,,9/2/2015,42249.45208,42249.45208
1441209120,143.81,143.81,143.72,143.74,1549,,9/2/2015,42249.45278,42249.45278
1441209180,143.72,143.817,143.7,143.817,6233,,9/2/2015,42249.45347,42249.45347
1441209240,143.605,143.74,143.59,143.74,7308,,9/2/2015,42249.45417,42249.45417
1441209300,143.62,143.68,143.6,143.63,5100,,9/2/2015,42249.45486,42249.45486
1441209360,143.52,143.6,143.49,143.6,14521,,9/2/2015,42249.45556,42249.45556
1441209420,143.5495,143.6,143.455,143.53,13081,,9/2/2015,42249.45625,42249.45625
1441209480,143.56,143.59,143.52,143.55,5700,,9/2/2015,42249.45694,42249.45694
1441209540,143.59,143.62,143.53,143.53,4319,,9/2/2015,42249.45764,42249.45764
1441209600,143.65,143.68,143.59,143.6,5344,,9/2/2015,42249.45833,42249.45833
1441209660,143.72,143.72,143.58,143.65,10100,,9/2/2015,42249.45903,42249.45903
1441209720,143.78,143.79,143.69,143.72,5639,,9/2/2015,42249.45972,42249.45972
1441209780,143.7803,143.81,143.74,143.79,3251,,9/2/2015,42249.46042,42249.46042
1441209840,143.8,143.84,143.78,143.8,5400,,9/2/2015,42249.46111,42249.46111
1441209900,143.86,143.9,143.8,143.83,5697,,9/2/2015,42249.46181,42249.46181
1441209960,143.84,143.9,143.84,143.86,3840,,9/2/2015,42249.4625,42249.4625
1441210020,143.83,143.85,143.77,143.84,3657,,9/2/2015,42249.46319,42249.46319
1441210080,143.94,143.95,143.82,143.82,6724,,9/2/2015,42249.46389,42249.46389
1441210140,143.91,143.95,143.87,143.95,2919,,9/2/2015,42249.46458,42249.46458
1441210200,143.88,143.9,143.8277,143.86,2608,,9/2/2015,42249.46528,42249.46528
1441210260,143.8,143.87,143.8,143.86,10650,,9/2/2015,42249.46597,42249.46597
1441210320,143.82,143.86,143.8,143.82,7753,,9/2/2015,42249.46667,42249.46667
1441210380,143.82,143.89,143.81,143.82,3552,,9/2/2015,42249.46736,42249.46736
1441210440,143.81,143.879,143.8,143.81,3200,,9/2/2015,42249.46806,42249.46806
1441210500,143.94,143.95,143.81,143.82,3600,,9/2/2015,42249.46875,42249.46875
1441210560,143.96,143.98,143.92,143.92,4860,,9/2/2015,42249.46944,42249.46944
1441210620,143.96,143.96,143.8941,143.96,2990,,9/2/2015,42249.47014,42249.47014
1441210680,143.92,143.95,143.89,143.91,3300,,9/2/2015,42249.47083,42249.47083
1441210740,143.94,143.98,143.87,143.89,5782,,9/2/2015,42249.47153,42249.47153
1441210800,143.99,144,143.94,143.97,4403,,9/2/2015,42249.47222,42249.47222
1441210860,143.97,144.04,143.95,143.98,16510,,9/2/2015,42249.47292,42249.47292
1441210920,144,144.02,143.99,143.99,4798,,9/2/2015,42249.47361,42249.47361
1441210980,143.99,144,143.95,144,4300,,9/2/2015,42249.47431,42249.47431
1441211040,144.06,144.06,143.97,143.99,2979,,9/2/2015,42249.475,42249.475
1441211100,144.12,144.12,144.05,144.07,1700,,9/2/2015,42249.47569,42249.47569
1441211160,144.17,144.17,144.1,144.15,2716,,9/2/2015,42249.47639,42249.47639
1441211220,144.24,144.24,144.11,144.14,7894,,9/2/2015,42249.47708,42249.47708
1441211280,144.29,144.3,144.22,144.23,8952,,9/2/2015,42249.47778,42249.47778
1441211340,144.26,144.35,144.24,144.28,5850,,9/2/2015,42249.47847,42249.47847
1441211400,144.21,144.29,144.21,144.29,5629,,9/2/2015,42249.47917,42249.47917
1441211460,144.24,144.24,144.16,144.2,4470,,9/2/2015,42249.47986,42249.47986
1441211520,144.3,144.31,144.24,144.27,1800,,9/2/2015,42249.48056,42249.48056
1441211580,144.25,144.29,144.18,144.29,9228,,9/2/2015,42249.48125,42249.48125
1441211640,144.25,144.26,144.21,144.25,4540,,9/2/2015,42249.48194,42249.48194
1441211700,144.195,144.26,144.15,144.22,9035,,9/2/2015,42249.48264,42249.48264
1441211760,144.16,144.2,144.15,144.2,2100,,9/2/2015,42249.48333,42249.48333
1441211820,144.27,144.27,144.17,144.17,4745,,9/2/2015,42249.48403,42249.48403
1441211880,144.3012,144.32,144.22,144.24,3785,,9/2/2015,42249.48472,42249.48472
1441211940,144.36,144.36,144.29,144.31,4357,,9/2/2015,42249.48542,42249.48542
1441212000,144.4,144.41,144.34,144.38,9874,,9/2/2015,42249.48611,42249.48611
1441212060,144.3199,144.39,144.3,144.39,2042,,9/2/2015,42249.48681,42249.48681
1441212120,144.32,144.32,144.26,144.29,3100,,9/2/2015,42249.4875,42249.4875
1441212180,144.37,144.37,144.32,144.33,1980,,9/2/2015,42249.48819,42249.48819
1441212240,144.43,144.47,144.34,144.34,6938,,9/2/2015,42249.48889,42249.48889
1441212300,144.49,144.5,144.42,144.44,2800,,9/2/2015,42249.48958,42249.48958
1441212360,144.42,144.4726,144.41,144.47,3265,,9/2/2015,42249.49028,42249.49028
1441212420,144.41,144.48,144.41,144.46,1720,,9/2/2015,42249.49097,42249.49097
1441212480,144.42,144.4202,144.36,144.41,6155,,9/2/2015,42249.49167,42249.49167
1441212540,144.44,144.44,144.3901,144.3901,2051,,9/2/2015,42249.49236,42249.49236
1441212600,144.61,144.67,144.43,144.43,21023,,9/2/2015,42249.49306,42249.49306
1441212660,144.5922,144.63,144.57,144.61,4350,,9/2/2015,42249.49375,42249.49375
1441212720,144.57,144.61,144.55,144.61,2200,,9/2/2015,42249.49444,42249.49444
1441212780,144.49,144.58,144.45,144.58,7524,,9/2/2015,42249.49514,42249.49514
1441212840,144.3,144.4601,144.3,144.4601,5419,,9/2/2015,42249.49583,42249.49583
1441212900,144.396,144.43,144.35,144.36,5435,,9/2/2015,42249.49653,42249.49653
1441212960,144.51,144.54,144.38,144.415,3610,,9/2/2015,42249.49722,42249.49722
1441213020,144.44,144.49,144.43,144.49,4300,,9/2/2015,42249.49792,42249.49792
1441213080,144.65,144.65,144.47,144.47,2500,,9/2/2015,42249.49861,42249.49861
1441213140,144.63,144.69,144.6,144.6,6232,,9/2/2015,42249.49931,42249.49931
1441213200,144.69,144.69,144.66,144.67,4200,,9/2/2015,42249.5,42249.5
1441213260,144.6,144.75,144.6,144.7,5199,,9/2/2015,42249.50069,42249.50069
1441213320,144.59,144.6793,144.55,144.6335,4387,,9/2/2015,42249.50139,42249.50139
1441213380,144.592,144.6,144.5101,144.59,2130,,9/2/2015,42249.50208,42249.50208
1441213440,144.56,144.59,144.5,144.56,7130,,9/2/2015,42249.50278,42249.50278
1441213500,144.57,144.58,144.53,144.53,3401,,9/2/2015,42249.50347,42249.50347
1441213560,144.5798,144.62,144.56,144.59,5809,,9/2/2015,42249.50417,42249.50417
1441213620,144.625,144.66,144.6,144.6,4000,,9/2/2015,42249.50486,42249.50486
1441213680,144.58,144.645,144.53,144.63,4060,,9/2/2015,42249.50556,42249.50556
1441213740,144.57,144.5753,144.54,144.5527,2338,,9/2/2015,42249.50625,42249.50625
1441213800,144.67,144.67,144.53,144.55,4680,,9/2/2015,42249.50694,42249.50694
1441213860,144.63,144.7,144.62,144.67,6000,,9/2/2015,42249.50764,42249.50764
1441213920,144.64,144.66,144.64,144.66,400,,9/2/2015,42249.50833,42249.50833
1441213980,144.78,144.78,144.63,144.64,4700,,9/2/2015,42249.50903,42249.50903
1441214040,144.73,144.77,144.7,144.77,5458,,9/2/2015,42249.50972,42249.50972
1441214100,144.71,144.74,144.66,144.7,7454,,9/2/2015,42249.51042,42249.51042
1441214160,144.63,144.69,144.5901,144.68,4343,,9/2/2015,42249.51111,42249.51111
1441214220,144.62,144.6475,144.6,144.62,4000,,9/2/2015,42249.51181,42249.51181
1441214280,144.63,144.645,144.5701,144.6273,3170,,9/2/2015,42249.5125,42249.5125
1441214340,144.53,144.6201,144.53,144.6201,3451,,9/2/2015,42249.51319,42249.51319
1441214400,144.51,144.57,144.49,144.55,4231,,9/2/2015,42249.51389,42249.51389
1441214460,144.72,144.72,144.47,144.532,6832,,9/2/2015,42249.51458,42249.51458
1441214520,144.74,144.8,144.64,144.72,15660,,9/2/2015,42249.51528,42249.51528
1441214580,144.68,144.77,144.67,144.73,3942,,9/2/2015,42249.51597,42249.51597
1441214640,144.66,144.74,144.66,144.72,5494,,9/2/2015,42249.51667,42249.51667
1441214700,144.67,144.72,144.64,144.66,2600,,9/2/2015,42249.51736,42249.51736
1441214760,144.64,144.7,144.62,144.65,3411,,9/2/2015,42249.51806,42249.51806
1441214820,144.692,144.7,144.62,144.68,4653,,9/2/2015,42249.51875,42249.51875
1441214880,144.82,144.83,144.68,144.68,21720,,9/2/2015,42249.51944,42249.51944
1441214940,144.83,144.87,144.79,144.83,8665,,9/2/2015,42249.52014,42249.52014
1441215000,144.82,144.87,144.82,144.86,6717,,9/2/2015,42249.52083,42249.52083
1441215060,144.77,144.82,144.77,144.81,4013,,9/2/2015,42249.52153,42249.52153
1441215120,144.79,144.87,144.78,144.79,14600,,9/2/2015,42249.52222,42249.52222
1441215180,144.8,144.83,144.77,144.78,2900,,9/2/2015,42249.52292,42249.52292
1441215240,144.75,144.8199,144.75,144.8124,6218,,9/2/2015,42249.52361,42249.52361
1441215300,144.76,144.78,144.72,144.75,2300,,9/2/2015,42249.52431,42249.52431
1441215360,144.8,144.8425,144.79,144.79,2798,,9/2/2015,42249.525,42249.525
1441215420,144.72,144.78,144.71,144.77,3100,,9/2/2015,42249.52569,42249.52569
1441215480,144.68,144.7,144.61,144.7,1600,,9/2/2015,42249.52639,42249.52639
1441215540,144.62,144.66,144.595,144.66,3750,,9/2/2015,42249.52708,42249.52708
1441215600,144.63,144.63,144.57,144.6,4270,,9/2/2015,42249.52778,42249.52778
1441215660,144.67,144.68,144.63,144.65,3400,,9/2/2015,42249.52847,42249.52847
1441215720,144.68,144.68,144.62,144.6789,4300,,9/2/2015,42249.52917,42249.52917
1441215780,144.61,144.68,144.61,144.65,4300,,9/2/2015,42249.52986,42249.52986
1441215840,144.55,144.6,144.5386,144.59,1606,,9/2/2015,42249.53056,42249.53056
1441215900,144.59,144.6,144.53,144.6,3300,,9/2/2015,42249.53125,42249.53125
1441215960,144.58,144.61,144.5465,144.59,5950,,9/2/2015,42249.53194,42249.53194
1441216020,144.59,144.63,144.57,144.5999,2935,,9/2/2015,42249.53264,42249.53264
1441216080,144.61,144.62,144.56,144.62,2094,,9/2/2015,42249.53333,42249.53333
1441216140,144.56,144.61,144.55,144.574,3500,,9/2/2015,42249.53403,42249.53403
1441216200,144.53,144.59,144.49,144.55,8373,,9/2/2015,42249.53472,42249.53472
1441216260,144.51,144.54,144.45,144.54,6675,,9/2/2015,42249.53542,42249.53542
1441216320,144.37,144.51,144.35,144.49,4988,,9/2/2015,42249.53611,42249.53611
1441216380,144.46,144.49,144.37,144.39,7000,,9/2/2015,42249.53681,42249.53681
1441216440,144.38,144.48,144.38,144.47,6679,,9/2/2015,42249.5375,42249.5375
1441216500,144.43,144.47,144.36,144.42,5536,,9/2/2015,42249.53819,42249.53819
1441216560,144.42,144.43,144.4,144.42,4336,,9/2/2015,42249.53889,42249.53889
1441216620,144.44,144.45,144.41,144.44,3538,,9/2/2015,42249.53958,42249.53958
1441216680,144.43,144.43,144.4,144.41,2050,,9/2/2015,42249.54028,42249.54028
1441216740,144.42,144.45,144.42,144.44,3611,,9/2/2015,42249.54097,42249.54097
1441216800,144.33,144.4225,144.32,144.4225,2700,,9/2/2015,42249.54167,42249.54167
1441216860,144.57,144.59,144.3,144.3,8720,,9/2/2015,42249.54236,42249.54236
1441216920,144.54,144.57,144.52,144.56,6280,,9/2/2015,42249.54306,42249.54306
1441216980,144.38,144.51,144.3701,144.51,7350,,9/2/2015,42249.54375,42249.54375
1441217040,144.35,144.41,144.27,144.41,5650,,9/2/2015,42249.54444,42249.54444
1441217100,144.37,144.39,144.27,144.34,4800,,9/2/2015,42249.54514,42249.54514
1441217160,144.45,144.5,144.29,144.33,17922,,9/2/2015,42249.54583,42249.54583
1441217220,144.45,144.49,144.44,144.47,5255,,9/2/2015,42249.54653,42249.54653
1441217280,144.38,144.47,144.38,144.44,15908,,9/2/2015,42249.54722,42249.54722
1441217340,144.44,144.48,144.36,144.36,5233,,9/2/2015,42249.54792,42249.54792
1441217400,144.35,144.41,144.2801,144.41,3265,,9/2/2015,42249.54861,42249.54861
1441217460,144.51,144.53,144.37,144.37,8510,,9/2/2015,42249.54931,42249.54931
1441217520,144.56,144.59,144.47,144.51,6788,,9/2/2015,42249.55,42249.55
1441217580,144.62,144.68,144.53,144.53,14347,,9/2/2015,42249.55069,42249.55069
1441217640,144.62,144.67,144.6,144.64,2786,,9/2/2015,42249.55139,42249.55139
1441217700,144.63,144.63,144.57,144.6,6600,,9/2/2015,42249.55208,42249.55208
1441217760,144.64,144.7,144.52,144.66,8125,,9/2/2015,42249.55278,42249.55278
1441217820,144.65,144.74,144.64,144.66,4901,,9/2/2015,42249.55347,42249.55347
1441217880,144.66,144.71,144.66,144.68,1182,,9/2/2015,42249.55417,42249.55417
1441217940,144.61,144.74,144.61,144.69,4700,,9/2/2015,42249.55486,42249.55486
1441218000,144.561,144.63,144.52,144.61,3532,,9/2/2015,42249.55556,42249.55556
1441218060,144.54,144.58,144.46,144.545,5327,,9/2/2015,42249.55625,42249.55625
1441218120,144.53,144.58,144.48,144.56,3202,,9/2/2015,42249.55694,42249.55694
1441218180,144.47,144.5,144.44,144.5,1700,,9/2/2015,42249.55764,42249.55764
1441218240,144.49,144.5,144.44,144.468,3770,,9/2/2015,42249.55833,42249.55833
1441218300,144.5,144.5,144.42,144.47,3300,,9/2/2015,42249.55903,42249.55903
1441218360,144.46,144.47,144.41,144.47,2050,,9/2/2015,42249.55972,42249.55972
1441218420,144.43,144.54,144.43,144.44,8468,,9/2/2015,42249.56042,42249.56042
1441218480,144.33,144.42,144.29,144.4,5075,,9/2/2015,42249.56111,42249.56111
1441218540,144.39,144.39,144.32,144.32,1800,,9/2/2015,42249.56181,42249.56181
1441218600,144.4,144.43,144.38,144.39,4159,,9/2/2015,42249.5625,42249.5625
1441218660,144.27,144.43,144.26,144.43,9587,,9/2/2015,42249.56319,42249.56319
1441218720,144.26,144.33,144.24,144.28,5959,,9/2/2015,42249.56389,42249.56389
1441218780,144.27,144.27,144.2,144.24,4699,,9/2/2015,42249.56458,42249.56458
1441218840,144.34,144.34,144.27,144.27,3638,,9/2/2015,42249.56528,42249.56528
1441218900,144.41,144.42,144.34,144.36,5142,,9/2/2015,42249.56597,42249.56597
1441218960,144.42,144.46,144.39,144.39,8813,,9/2/2015,42249.56667,42249.56667
1441219020,144.42,144.48,144.4,144.42,2932,,9/2/2015,42249.56736,42249.56736
1441219080,144.37,144.46,144.37,144.43,2900,,9/2/2015,42249.56806,42249.56806
1441219140,144.24,144.38,144.22,144.37,15130,,9/2/2015,42249.56875,42249.56875
1441219200,144.17,144.22,144.13,144.21,3500,,9/2/2015,42249.56944,42249.56944
1441219260,144.05,144.2,144.025,144.2,2902,,9/2/2015,42249.57014,42249.57014
1441219320,144.1,144.1,144.05,144.06,2600,,9/2/2015,42249.57083,42249.57083
1441219380,144.11,144.15,144.05,144.07,3130,,9/2/2015,42249.57153,42249.57153
1441219440,144.13,144.2099,144.07,144.12,3496,,9/2/2015,42249.57222,42249.57222
1441219500,143.92,144.11,143.85,144.11,12425,,9/2/2015,42249.57292,42249.57292
1441219560,143.89,143.93,143.835,143.9,9081,,9/2/2015,42249.57361,42249.57361
1441219620,143.915,143.93,143.84,143.87,3193,,9/2/2015,42249.57431,42249.57431
1441219680,143.86,143.906,143.77,143.906,6752,,9/2/2015,42249.575,42249.575
1441219740,143.93,143.97,143.883,143.883,3520,,9/2/2015,42249.57569,42249.57569
1441219800,143.8901,143.95,143.88,143.95,3216,,9/2/2015,42249.57639,42249.57639
1441219860,144.02,144.02,143.88,143.9,9670,,9/2/2015,42249.57708,42249.57708
1441219920,144.0324,144.07,144.025,144.03,2569,,9/2/2015,42249.57778,42249.57778
1441219980,144.08,144.08,143.99,144.014,4594,,9/2/2015,42249.57847,42249.57847
1441220040,144.17,144.2,144.1,144.11,6895,,9/2/2015,42249.57917,42249.57917
1441220100,144.14,144.18,144.11,144.15,4072,,9/2/2015,42249.57986,42249.57986
1441220160,144.19,144.19,144.07,144.1454,6617,,9/2/2015,42249.58056,42249.58056
1441220220,144.13,144.1606,144.09,144.1606,3329,,9/2/2015,42249.58125,42249.58125
1441220280,144.14,144.19,144.11,144.122,3819,,9/2/2015,42249.58194,42249.58194
1441220340,144.14,144.16,144.03,144.12,8014,,9/2/2015,42249.58264,42249.58264
1441220400,144.28,144.28,144.14,144.14,10597,,9/2/2015,42249.58333,42249.58333
1441220460,144.17,144.255,144.17,144.25,8851,,9/2/2015,42249.58403,42249.58403
1441220520,144.29,144.35,144.16,144.16,6951,,9/2/2015,42249.58472,42249.58472
1441220580,144.4,144.4,144.309,144.32,6997,,9/2/2015,42249.58542,42249.58542
1441220640,144.33,144.43,144.33,144.38,3232,,9/2/2015,42249.58611,42249.58611
1441220700,144.31,144.37,144.31,144.345,5411,,9/2/2015,42249.58681,42249.58681
1441220760,144.37,144.4,144.32,144.35,7074,,9/2/2015,42249.5875,42249.5875
